index,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,TimeSN,AmountSN,Class
217568,2.07423186663309,0.0455400606566638,-2.01855418647532,-0.0299953257158846,0.424942337130544,-1.4877404171949398,0.668345702882606,-0.42768696533348405,0.0138733615113194,0.19736685624575198,1.11500133728869,0.7235367020619179,-0.7173052201857092,1.1247207561808301,-0.232309378952742,-0.509348630126291,-0.38488314253737504,-0.108837622168832,0.293274788067942,-0.27599421020692105,0.205422291088131,0.688609213890135,-0.0310424135265381,0.063396110660255,0.3649782174636961,0.22249895586709198,-0.0898509096821274,-0.0897552095258525,0.9713628628640819,-0.3384364740492531,0
151807,-3.55217282034342,5.42646054559111,-3.73181031980956,6.679061807018959,-2.18754337884152,2.4339402376117203,-8.74811035885579,-12.108284097018199,-2.8563585144668995,-5.66586179854092,2.5408355320687797,-6.1470535834303295,1.79689064160126,-4.32898899462283,-0.150037374792615,-1.8390046654716798,-3.35463814070962,-0.282307261175205,0.14859239385999498,3.7926667267540894,-5.68899027177143,2.51097955615894,0.953932861684676,-0.542506228224687,-0.620152015985956,0.40601286670930603,0.0230251633862463,0.16474060597724402,0.031105510406111616,-0.21893367771244762,1
100580,1.35502775602891,-1.1403965318026799,1.1743696659568201,-0.562616081651929,-1.37849409124243,1.10483461217011,-1.7148544786781499,0.467623192364873,0.594950216428085,0.445325862459049,-0.578416283838804,-0.0142803481236306,-0.28350719451254,-1.1844197902495501,-1.94162049872241,1.11534866283249,0.240635080604742,-0.43682152985212497,1.7224708669380102,0.0464196618547091,0.107729105939745,0.628735144639707,-0.24020802778862801,-0.766474665211554,0.592724553687428,0.0106964903212056,0.0786090732920589,0.00393158502631876,-0.5739518121213762,-0.3476320722953104,0
246725,-0.298891450966484,0.444685073502239,0.624222247125581,-0.9045601856713299,1.4870328261291,1.02839100560182,0.862804540756941,0.22032169033069,0.0217352033001575,-0.644568025296009,-0.303054337840567,-0.462694163805195,-1.5246107562774802,0.380341067552834,0.8825592658732541,-1.3908829370232298,0.754673447198253,-2.45135600016797,-1.42536595753856,-0.288531812699696,-0.142784397841962,-0.108637477902155,0.0722612524272107,-1.49394092553157,-0.9633894300162409,0.24263873528428398,-0.00215592040227282,-0.0743840412608449,1.231617742240312,-0.34967109625421877,0
27745,-1.47085444965228,-0.0497864531232815,0.622393742326317,-0.741007543738957,0.19748625906488396,-1.29433925704544,0.16382379910447198,0.43115031433062,-0.20198018870248802,-0.796629784960759,-1.19145368514615,-0.5209333522058971,-0.8342792887793999,0.615305963592652,0.556531705266464,0.740932895408006,-0.46795964086489,-0.215391886292192,-0.30794191451084496,0.282369557193908,-0.09709751858311,-0.848938501082445,0.0974697181791145,-0.122828453397729,0.00465592500474066,0.718927864655704,0.0194583804479134,-0.1370028060264,-1.266167880966383,-0.0655271104510483,0
135324,1.3566438740711901,-0.22110007444807198,-1.23690591332853,-1.24690010209778,1.90788773556518,3.1038825243784,-0.603489984019405,0.762861477051852,0.11834815711461401,-0.129756854568782,0.00945061935996758,0.0406610547024221,0.0630061199101822,0.37505924280194297,1.32286164936803,0.581865248585736,-0.80396221881515,-0.0541226742798696,0.443871949783049,0.0528339857652636,-0.163877078481491,-0.6026453765954151,0.011183774061522,1.06384047735733,0.400754928280169,0.975870493938945,-0.0812049765956765,-0.00332842598664491,-0.28665855867612106,-0.34739218712367415,0
137421,-1.6916382279451698,0.243310061310606,1.32170154707284,-0.369832303351377,-0.115152202446283,-0.32041558384558505,-0.121484066641594,0.5853561337855461,-0.169411432940119,-0.601232455926408,0.5201932405169469,1.13838312472644,0.653458386962246,0.008998983924830941,-0.893897808409193,0.6827095308396989,-0.7327329377862941,0.533649322757524,-0.30557995636976,0.0810667372788176,0.261365514695711,0.641050566576763,-0.266381922199746,0.0980791418128383,0.0234498562865703,0.43039898033923707,0.0753272275936162,0.0765970170654367,-0.26661141528537985,-0.13073589627417634,0
246177,-0.272311926127611,0.774612005144501,0.193458644738089,1.04830078322631,1.2770684369561,-1.1595257758131698,1.31540096649322,-0.44907329952103997,-0.33246428826914004,0.285524946940278,-1.2087572276429,-0.702653893393544,-1.2646353380703301,0.48956302087799697,-0.21485677677704104,-1.20561448793824,0.10181160367858899,-0.17770813284613002,0.8368061313604531,0.159200017430992,0.07444445121939,0.567658009737808,-0.260090256195389,0.0361256371812263,-0.00503867413830105,-0.40570540111355397,0.254780077637696,0.0258243452508771,1.2266480722400863,-0.3268820049487724,0
168649,-2.5370600412523503,-2.06333963553555,-1.81060925188076,0.69985402663453,2.9223596327540498,-2.55096387987752,1.73083342450923,-0.521891090889239,-0.249752529512668,-2.50153057211127,-0.127143986809008,-0.6527436256239321,-0.0569914894599238,-4.18425071220811,-0.990280750167955,0.8290520423991391,2.73251963129681,1.46413309114003,-1.19718563152329,1.5558239260896,0.36127118531689295,-0.0262114402719526,1.0435343506263999,-0.45061542339027205,0.23074349652323,0.293447264497261,-0.250176096132576,0.113025381656049,0.5161116097501794,1.4321159969361705,0
43204,-15.140449622507301,7.3780424122128405,-16.356367356494,9.19493491430021,-13.4661632895942,-2.9584305008210294,-16.1655386244192,10.075253945553198,-7.90182112627786,-13.0094028057641,4.82823533219729,-11.0584014244364,1.99812557552295,-8.59204740189288,0.540385309176116,-10.6157452968661,-21.0178983428443,-8.39739305199317,3.18355894967976,-1.6914819878255303,3.14742810473234,0.34167759507120604,-1.1501624708995202,0.7951897349649459,-0.194542181109758,0.145963568626439,-2.4586803475657404,-1.18988788135128,-1.1245112280362188,0.0727666909972656,1
90296,0.973475467743572,-0.7480672383991271,1.1519978827043897,0.27801858611302005,-1.4014439172656101,-0.18279158504733603,-0.7208005951973421,0.20310017369764605,1.2357972121552099,-0.44070219282217293,-0.33423065800877305,0.0197530850817436,-1.18502001088484,-0.143027528000528,0.665570181363032,-0.158562885066245,0.39390627732389705,-0.78173825151287,-0.270821982742798,0.00289114631481719,-0.0273607355574042,-0.117148082051371,0.0638597230117387,0.44819413329377705,-0.0783879086972536,0.99419377158032,-0.0421596307374226,0.029567379946924998,-0.6708393192020491,0.046379322117275114,0
171258,2.04680607612273,-0.035116660444414,-1.2740214545268702,0.37480410655165003,0.186330470609066,-0.769793770435973,0.135715693153313,-0.303422248255022,0.30338454058465003,0.153155690690901,-0.604372308925342,0.604669876824281,1.01062938848554,0.19192891173631896,0.638443343058266,0.134801689750295,-0.6421958994624761,-0.290675417691969,-0.301540032812098,-0.0985163427482329,0.151742097342116,0.519287058025664,0.117290256968964,0.798595852099279,0.0311913979514524,0.347825812680259,-0.0608992717533841,-0.0496024237181927,0.5421181455564457,-0.2765460997670936,0
33987,1.09362018137964,-0.547889737394468,1.30238872192374,0.8626616138312351,-1.12147809937038,0.632331290512146,-0.9744158123720259,0.35911124953251705,1.3115938221999701,-0.25447224125740303,0.139089358537517,1.1871922289443002,-0.251923514513381,-0.715266559261972,-1.8511424739469298,-0.133962984828314,-0.0519384275623755,0.297077565593395,0.713061239037883,-0.0634304586640253,0.0567348274178871,0.528885933662358,-0.205155160139805,0.10954405301508802,0.517927261858388,0.693222461619545,0.020536651308221,0.0102263126613637,-1.2076689688450815,-0.23428632869716937,0
130627,-0.339120412778913,1.10102065634856,1.28670046517079,0.066278616775828,-0.011275487694677,-0.9979980369501279,0.6747493824389611,-0.0455811745203078,-0.321750176800021,-0.496175410770457,-0.292948367558773,-0.33448507153238694,-0.36364392664521905,-0.333664713618585,0.946462552244632,0.40458330479042,0.0362969384359406,-0.0804250877023447,-0.0877063667526579,0.0797459155160953,-0.270117897792475,-0.728382995862394,-0.0124140722179302,0.321263536382776,-0.17755532719983302,0.073509918099991,0.243008643376293,0.0971564126004081,-0.32471022685581585,-0.3460728186796746,0
200430,0.0509701266910929,0.736053346801504,0.0628501660971016,-0.24448009456960604,0.724744085192135,-0.184318768830579,0.8101002770268969,0.0363851294945309,0.37895559251312,-1.3691642937226103,0.281773847920377,1.2253614384142,0.26390020495997896,-1.57784985770603,-2.61111734816509,-0.327061024187445,0.6857917594245779,0.253793274429319,0.728228466053623,-0.11684285464207599,-0.301012293390027,-0.51488360529551,-0.0917761978115204,-0.502695106430456,-0.19614538395999104,-0.573758951722609,0.10241912301443,0.0600751299462205,0.8132178556535076,-0.2880605880056349,0
15999,1.04614130594628,-0.0346371521321618,1.57300320427752,2.95675386298833,-0.947926794781281,0.6314403134350601,-0.795563469968048,0.419617921282625,0.6939858910296041,0.39019472739662997,-1.13937444611747,-0.394829659494513,-1.92184173567031,-0.33374481781913395,-1.06979913800296,-0.276802058251397,0.49888452584153703,-0.654088824151941,-1.0355700132653,-0.340867583172333,0.0499813597269034,0.455812877980149,-0.0380396074324816,0.40897412527793103,0.44290787701934003,0.22821346955404698,0.0544124188885814,0.0231608184379348,-1.4187957121597576,-0.35322939296682354,0
42958,-13.8972058704019,6.34428045616839,-14.281666443247099,5.58100899740718,-12.8871331616131,-3.1461763671985,-15.450467216826999,9.06028147442157,-5.48612077680694,-14.676470249746401,5.1483517210937,-10.7495919949504,1.58548896754337,-9.798012076589039,0.733276999106463,-12.675268899047001,-20.7406637223494,-8.15366802624724,5.2283417900513,-1.02522792390103,3.0580818384639703,0.941180290424241,-0.232710298333368,0.763508019302571,0.0754562386388435,-0.45383957177441603,-1.5089682569832799,-0.6868357387801689,-1.1266170204091959,-0.3132885118893834,1
127268,1.32445885604676,-0.844556705877682,0.47638636150147706,-1.05236414093002,-0.697309727658927,0.749020010630634,-1.18124329953127,0.275309510168558,-0.623708104664667,0.715818756218832,0.6015007378189741,-0.105931684463518,0.6797595532234999,-0.34060724154643796,0.7256018556216508,1.7144151857067,-0.35525830482202203,-0.4534967063060779,0.584867337353611,0.17370166578979399,0.4015396496779,1.0774947481778598,-0.25371624357323697,-1.08494829895549,0.4802775071324021,0.0315259799644901,0.0458183074078103,0.00526194909513164,-0.3484214489755371,-0.20929828998505715,0
123270,1.08256623409747,1.0948615129500299,-1.3670200478473702,2.01255429562949,0.708142047645968,-0.8077120941370579,0.151952109111841,0.158352530916403,0.00987228422733163,-1.92527812380296,2.60593702345612,-0.30921887342436305,-1.7675489156226798,-4.42919458671376,-0.171939794624445,1.05551393649543,3.9705869371836,1.76224857169611,-0.8808121028476791,-0.135789404251701,-0.32528376499397,-0.7343436177005771,-0.10672534334218099,-0.22499906449269394,0.5691673272214169,-0.33503264926341,0.0891401408869493,0.11233722000597,-0.3779236001209452,-0.3492313067728856,1
